Time,ws,rad,VWC_2_Avg,T_2_Avg,LE,H,TKE,Precp
17/07/201605:30:00,1.459744,-56.57,0.349,7.296,-24.08160879,-39.94265642,0.6097042896,0.2
17/07/201606:00:00,2.279383,-68.56,0.349,6.922,-50.49220095,-23.72229167,0.8041869435,0
17/07/201606:30:00,2.245987,-79.2,0.349,6.922,-21.6305918,-34.92123117,0.7100366401,0.2
17/07/201607:00:00,2.203539,-61.55,0.349,6.656,-11.01324798,-14.35287037,0.594187845,0
17/07/201607:30:00,2.645967,-29.11,0.349,6.656,-32.2024142,-15.36252596,0.8092295754,0
17/07/201608:00:00,2.187269,-50.65,0.348,7.611,-8.839481599,-11.70892246,0.6987844968,0.1
17/07/201608:30:00,3.313982,-23.77,0.348,7.611,-12.08266268,-5.60538718,0.8373510925,0
17/07/201609:00:00,2.44585,-19.84,0.348,7.439,0,0,0.7740907101,0.6
17/07/201609:30:00,2.735174,-0.229,0.348,7.439,73.97247914,28.51355826,0.8922886507,0.2
17/07/201610:00:00,3.278607,104.1,0.348,8.23,21.46453886,22.0295484,1.227044806,1.3
17/07/201610:30:00,2.331035,47.26,0.348,8.23,188.8035591,125.3885807,0.9031647055,0
17/07/201611:00:00,2.608307,325.3,0.35,9.38,100.8278976,58.99590956,0.7160521247,0
17/07/201611:30:00,2.809462,184.9,0.35,9.38,93.18034088,75.17561342,0.7255614747,0
17/07/201612:00:00,2.608001,196,0.352,14.27,96.43896298,74.16047906,0.6675564161,0.2
17/07/201612:30:00,2.589492,203.5,0.352,14.27,205.3687075,181.4785659,0.7946894637,0.2
17/07/201613:00:00,2.063648,428.1,0.351,15.06,222.4466794,222.3552488,0.7232646004,0.3
17/07/201613:30:00,2.129319,497.6,0.351,15.06,171.4609807,143.6284626,0.7052772653,0
17/07/201614:00:00,3.113945,368.3,0.351,20.24,64.56915791,42.33225353,0.9810290073,0
17/07/201614:30:00,5.474302,143.2,0.351,20.24,26.68449161,7.781681383,0.9818713891,0
17/07/201615:00:00,5.780571,60.92,0.35,14.83,-2.566628146,-1.294378384,0.876749781,0.9
17/07/201615:30:00,5.126856,15.97,0.35,14.83,-18.58391926,-12.91770596,0.713594713,0.9
17/07/201616:00:00,2.840527,-18.08,0.35,11.1,-15.02982741,-6.480785342,1.08358783,1.1
17/07/201616:30:00,2.653682,-11.96,0.35,11.1,-10.40185106,-5.039551556,0.5843553491,1.9
17/07/201617:00:00,3.12617,-7.509,0.355,9.4,0,0,0.5666677794,0.5
17/07/201617:30:00,1.359536,6.105,0.355,9.4,23.50321571,11.23204762,0.3916899364,0.2
17/07/201618:00:00,2.473218,41.3,0.369,9.38,39.9858639,8.789013559,0.4603416608,0
17/07/201618:30:00,1.535294,57.31,0.369,9.38,58.4378391,17.90150796,0.8522711724,0
17/07/201619:00:00,1.145918,86.2,0.372,11.02,18.61755722,5.837172916,0.4792416922,0.1
17/07/201619:30:00,1.030267,33.76,0.372,11.02,20.1613829,5.050799538,0.5680228402,0
17/07/201620:00:00,1.469736,33.44,0.369,10.59,-1.280445246,-2.455992289,0.4774730654,0
17/07/201620:30:00,2.196128,3.506,0.369,10.59,-7.846533598,-7.96308946,0.2693741114,0
17/07/201621:00:00,1.210839,-9.97,0.366,9.86,-12.78064955,-19.27422497,0.401080363,0.4
17/07/201621:30:00,0.9497743,-27.6,0.366,9.86,-14.7823313,-36.80402062,0.3926819374,0.1
17/07/201622:00:00,1.848374,-49.05,0.364,9.12,-27.91526514,-38.43129384,0.299316785,0
17/07/201622:30:00,1.107105,-65.86,0.364,9.12,-21.96839962,-13.69629608,0.2864908166,0
17/07/201623:00:00,0.9489086,-36.8,0.361,7.811,-9.091415345,-22.33781399,0.3033569737,0
17/07/201623:30:00,1.122512,-33.66,0.361,7.811,-13.79202447,-21.04963459,0.5692424155,0
18/07/201600:00:00,1.006098,-38.01,0.359,7.315,-13.76749452,-30.02661577,0.3080873096,0
18/07/201600:30:00,0.6951979,-48.18,0.359,7.315,-22.21620307,-34.00119209,0.2908158666,0
18/07/201601:00:00,1.056495,-61.99,0.358,6.482,-12.47482541,-49.67561243,0.3027401938,0.2
18/07/201601:30:00,1.436752,-69.8,0.358,6.482,-27.47049057,-36.18541045,0.4387090478,0
18/07/201602:00:00,0.8439488,-72.78,0.356,5.293,-18.92616968,-12.51002845,0.3100758581,0
18/07/201602:30:00,0.6737576,-41.43,0.356,5.293,-13.33528972,-41.65464861,0.3708612921,0
18/07/201603:00:00,0.6110684,-65.17,0.355,5.293,-22.60019873,-13.97070299,0.2487578112,0.9
18/07/201603:30:00,0.6259014,-47.26,0.355,5.293,-27.27823759,-17.43227375,0.322672241,0.1
18/07/201604:00:00,0.8393899,-55.39,0.354,4.965,-37.02822863,-22.9100606,0.3670368777,0
18/07/201604:30:00,1.560793,-71.46,0.354,4.965,-13.71394446,-42.87899698,0.3021975816,0.1
18/07/201605:00:00,1.189966,-69.11,0.352,4.281,-18.93455354,-25.86982615,0.3308176211,0.2
18/07/201605:30:00,1.477374,-57.5,0.352,4.281,-20.93166166,-32.93664799,0.4010691897,0
18/07/201606:00:00,2.129854,-67.03,0.351,4.231,-26.65454801,-34.95631822,0.5242733972,0
18/07/201606:30:00,2.089622,-75.4,0.351,4.231,-20.63957992,-33.0861274,0.5066367739,0
18/07/201607:00:00,2.316425,-67.91,0.35,3.78,-7.728731617,-10.02824655,0.4953705301,0
18/07/201607:30:00,2.875923,-31.5,0.35,3.78,15.96861578,6.724358648,0.6425724704,0.1
