Time,H,LE,q,ws,wd,air_temp,TKE,rad,VWC
7/25/17 11:00:00,113.613,113.115,8.09E-03,0.550804,44.5965,284.248,0.720069,205.0157,0.09
7/25/17 11:30:00,136.298,140.654,7.96E-03,0.88293,286.475,284.972,0.744563,260.019,0.091
7/25/17 12:00:00,150.294,168.312,7.92E-03,0.448416,275.142,285.873,1.0153,327.7014,0.091
7/25/17 13:30:00,158.977,171.841,7.94E-03,0.600975,314.257,287.648,0.923037,394.5954,0.092
7/25/17 14:00:00,155.085,233.649,7.06E-03,0.209147,70.2959,288.639,1.89563,469.2478,0.092
7/25/17 14:30:00,176.771,263.414,6.86E-03,0.473151,339.436,288.843,1.35373,541.3054,0.093
7/25/17 15:00:00,207.312,226.588,6.79E-03,1.01984,292.646,289.501,0.871797,579.4679,0.093
7/25/17 15:30:00,194.511,234.015,7.1E-03,1.82718,300.924,289.641,1.06744,462.1039,0.093
7/25/17 16:30:00,161.568,288.767,6.58E-03,0.777204,344.306,289.995,1.24067,585.7062,0.093
7/25/17 17:00:00,128.892,135.668,5.68E-03,1.66887,271.474,289.977,1.31651,673.26,0.092
7/25/17 17:30:00,119.67,211.237,5.25E-03,1.1943,280.248,290.246,0.839497,617.0013,0.092
7/25/17 18:00:00,114.048,100.731,6.51E-03,1.59931,297.838,289.71,2.03237,673.5525,0.092
7/25/17 18:30:00,83.9535,97.7543,7.3E-03,1.4328,313.454,289.445,0.705462,519.6688,0.091
7/25/17 19:00:00,98.0425,147.644,8.14E-03,1.97226,309.187,288.947,0.921446,531.5982,0.091
7/25/17 20:00:00,-50.2034,43.9185,8.39E-03,0.430852,105.507,285.2,0.459154,433.844,0.091
7/25/17 20:30:00,-25.628,16.1366,8.63E-03,0.882388,131.241,283.462,0.140615,388.4198,0.091
7/25/17 21:00:00,-38.9864,19.5282,8.73E-03,0.809053,122.861,282.478,0.173253,227.2661,0.09
7/25/17 21:30:00,-8.44392,1.96996,8.88E-03,0.673077,116.098,281.619,8.22E-02,315.567,0.09
7/25/17 22:00:00,-12.692,-1.20461,8.93E-03,0.769935,117.733,281.108,7.45E-02,206.4237,0.089
7/25/17 22:30:00,-16.5735,-0.937053,8.99E-03,0.752437,117.989,280.082,9.13E-02,-61.1908,0.088
7/25/17 23:00:00,-28.51,-3.744,8.94E-03,0.771517,119.68,280.087,0.100754,-53.64171,0.088
7/25/17 23:30:00,-17.0458,-3.22665,8.95E-03,0.72484,122.645,279.565,7.3E-02,-59.74897,0.087
7/26/17 00:00:00,-9.11795,-1.23053,8.98E-03,0.761675,121.309,279.067,5.55E-02,-62.50469,0.087
7/26/17 00:30:00,-5.82085,-5.69437,8.89E-03,0.751602,134.542,277.96,0.133873,-65.18124,0.087
7/26/17 01:00:00,-13.5288,-5.47935,8.87E-03,0.75255,135.039,277.969,0.106155,-63.91454,0.087
7/26/17 01:30:00,-16.0518,-1.97383,8.87E-03,0.661769,125.479,277.769,4.37E-02,-63.4938,0.087
7/26/17 02:00:00,-7.53987,-4.10084,8.89E-03,0.712927,130.633,277.258,3.4E-02,-63.47361,0.086
7/26/17 02:30:00,-12.045,-2.8075,8.87E-03,0.754632,127.717,277.318,5.9E-02,-60.7853,0.086
7/26/17 03:00:00,-23.9545,-7.60248,8.71E-03,0.825905,118.766,277.391,8.2E-02,-59.61495,0.086
7/26/17 03:30:00,-16.1427,0.300608,8.72E-03,0.837929,118.483,277.049,7.15E-02,-62.2693,0.086
7/26/17 04:00:00,-10.4124,-6.67451,8.57E-03,0.837759,123.6,276.939,6.35E-02,-58.45456,0.086
7/26/17 04:30:00,-11.905,-15.6539,8.44E-03,0.868022,127.305,276.743,0.122104,-57.23241,0.086
7/26/17 05:00:00,-13.7661,-5.08904,8.39E-03,0.691622,132.796,276.3,5.44E-02,-46.42081,0.086
7/26/17 05:30:00,-27.5163,-3.00414,8.24E-03,0.926269,126.169,276.481,0.103516,-45.29908,0.086
7/26/17 06:00:00,-23.3751,-8.57842,8.26E-03,0.824234,129.126,275.743,6.58E-02,-48.59698,0.086
7/26/17 06:30:00,-25.5774,-7.86276,8.28E-03,0.96554,134.481,275.84,7.77E-02,-55.28944,0.086
7/26/17 07:00:00,-27.181,-3.01216,8.24E-03,1.07583,124.927,277.414,0.145324,-55.10263,0.086
7/26/17 07:30:00,-85.7953,12.7169,8.32E-03,1.02761,116.154,280.856,0.209656,-61.22317,0.086
7/26/17 08:30:00,-33.6405,58.1695,8.2E-03,1.53105,85.1045,284.697,0.592895,-63.6767,0.086
7/26/17 09:00:00,-15.817,70.3944,8.28E-03,1.45266,89.0249,285.303,0.672621,-60.95354,0.086
7/26/17 09:30:00,19.527,80.5391,8.27E-03,1.54703,84.5469,285.931,0.741294,-45.25238,0.086
7/26/17 10:00:00,31.8906,108.837,8.09E-03,0.88133,122.866,286.534,1.18575,-43.86847,0.086
7/26/17 10:30:00,61.9329,82.6406,7.67E-03,0.391915,221.968,287.769,1.58971,-38.41428,0.086
7/26/17 11:00:00,90.7807,140.722,7.1E-03,0.654833,265.121,288.601,1.49329,132.4061,0.087
7/26/17 11:30:00,72.7057,134.265,6.7E-03,0.488563,238.211,289.382,1.53147,198.8673,0.087
7/26/17 12:00:00,79.9357,191.85,6.55E-03,0.676628,194.709,290.12,1.7497,263.8049,0.088
7/26/17 12:30:00,91.5327,201.941,6.1E-03,0.409908,167.328,290.553,1.96022,317.4109,0.088
7/26/17 13:00:00,102.967,221.717,5.79E-03,1.65682,221.605,291.295,1.91126,391.6708,0.088
7/26/17 13:30:00,129.512,248.772,5.79E-03,1.00397,255.479,291.46,2.77221,443.7665,0.088
7/26/17 14:00:00,114.289,229.955,5.54E-03,0.833934,243.578,291.948,1.7177,488.7981,0.089
7/26/17 14:30:00,121.21,207.19,5.51E-03,1.00747,272.576,292.293,2.12471,530.0684,0.089
7/26/17 15:00:00,132.488,243.567,5.53E-03,1.80558,264.685,292.601,1.79307,559.8469,0.089
7/26/17 15:30:00,106.177,241.276,5.79E-03,1.12229,201.261,292.892,2.15886,585.2396,0.089
7/26/17 16:00:00,117.925,243.702,5.81E-03,0.851639,246.138,293.235,1.41373,597.5231,0.088
7/26/17 16:30:00,96.4849,225.742,5.85E-03,1.10973,228.739,293.162,2.12382,603.3855,0.088
7/26/17 17:00:00,98.0848,223.728,5.96E-03,0.823126,224.944,293.286,1.11943,601.2994,0.088
7/26/17 17:30:00,77.3101,215.2,6.17E-03,0.538141,291.755,293.606,1.27798,588.7242,0.088
7/26/17 18:00:00,57.1368,186.731,6.28E-03,0.433122,228.652,293.374,1.15761,561.3083,0.087
7/26/17 18:30:00,21.3722,155.864,6.37E-03,0.523751,106.73,293.27,0.930437,525.6426,0.087
7/26/17 19:00:00,1.39449,112.888,6.37E-03,1.03288,143.736,292.877,0.666657,479.6389,0.087
7/26/17 19:30:00,-8.29575,41.2597,7.04E-03,0.77863,148.312,291.135,0.34778,430.7263,0.087
7/26/17 20:00:00,-36.1239,55.7479,8.25E-03,0.898706,130.648,287.757,0.141738,379.395,0.086
7/26/17 20:30:00,-46.9118,46.0919,8.58E-03,0.860832,129.495,286.007,0.146704,315.6754,0.086
7/26/17 21:00:00,-52.8395,39.8807,8.18E-03,0.914239,127.559,285.109,0.187074,254.9802,0.086
7/26/17 21:30:00,-19.4047,10.7955,7.99E-03,0.877722,125.31,284.12,0.101895,186.3061,0.085
7/26/17 22:00:00,-33.0951,17.7615,7.69E-03,0.979303,127.405,283.524,0.142699,-30.07809,0.084
7/26/17 22:30:00,-38.3047,14.5256,7.66E-03,0.821757,127.431,282.645,0.156893,-46.42738,0.084
7/26/17 23:00:00,-55.7544,27.5463,7.46E-03,1.02889,120.647,283.382,0.215117,-49.28742,0.083
7/26/17 23:30:00,-42.4992,18.8583,7.49E-03,0.962857,131.075,282.946,0.142449,-54.21292,0.083
