Time,H,LE,ws,wd,air_temp,TKE,rad,VWC
19/08/201601:00:00,-7.786493499,26.15180718,0.559037549,143.8041508,278.9155883,0.14065615,-38.66413,0.337
19/08/201601:30:00,-16.57028751,-9.617355934,0.561698536,139.7549968,278.5862224,0.176805549,-38.38261,0.337
19/08/201602:00:00,-8.848128497,6.463879071,0.599856267,126.8149613,278.0973072,0.07967581,-43.44071,0.337
19/08/201602:30:00,-6.593394915,1.081534251,0.579850466,135.171157,278.9532604,0.063784432,-34.89082,0.336
19/08/201603:00:00,-9.926135655,-40.97130241,0.782860734,136.9362122,279.0318072,0.079816553,-42.01685,0.336
19/08/201603:30:00,-14.4934725,-24.26805374,0.703628338,135.8063333,278.8024433,0.070984431,-60.19794,0.336
19/08/201604:00:00,-2.144842736,0,0.6329873,139.9280815,279.9719954,0.073042571,-47.38949,0.335
19/08/201604:30:00,-12.77148116,-17.70467933,0.776378595,144.061341,279.0243975,0.050669967,-37.9454,0.335
19/08/201605:00:00,-0.254851187,0,0.680793708,135.1712787,278.6730809,0.117846929,-32.75433,0.334
19/08/201605:30:00,-5.287648612,-3.306223225,0.712939337,148.6033274,277.713498,0.033993743,-29.36316,0.334
19/08/201606:00:00,-12.8064551,122.3924853,0.744083705,153.233527,277.9107227,0.042258724,-27.62218,0.333
19/08/201606:30:00,-10.25152506,6.907878999,0.782658966,147.531257,279.9535924,0.061288273,-20.70911,0.333
19/08/201608:00:00,-12.48638337,14.24749186,0.554532097,141.2191281,281.8808853,0.047262918,10.18125,0.332
19/08/201608:30:00,-43.3325372,125.8313094,1.315386239,90.14500582,284.2743193,0.316520241,207.0381,0.332
19/08/201609:00:00,-8.127294477,30.73588186,1.450623919,100.299469,285.6761949,0.446633613,210.5207,0.332
19/08/201609:30:00,-2.431156428,41.14580717,1.570562505,94.61165266,286.0502323,0.534342415,166.3143,0.333
19/08/201610:00:00,38.92170136,105.1890116,1.523336266,102.5163003,286.8235475,0.935027126,294.3205,0.333
19/08/201611:00:00,96.9176528,115.7781821,1.612553975,127.4963015,287.448821,1.647194956,439.8357,0.334
19/08/201611:30:00,103.9605319,104.8868782,1.637622575,160.7362081,287.8264623,1.579383897,465.6038,0.334
19/08/201612:00:00,118.096048,131.9609686,1.521214329,174.6179816,288.0993413,2.147252103,492.0191,0.335
19/08/201612:30:00,136.0792732,143.2783907,1.003229403,181.3230729,288.6926247,2.685377152,541.4071,0.336
19/08/201613:00:00,123.1052057,217.352681,1.905326955,156.7721564,288.2955799,3.137529093,547.2057,0.337
19/08/201613:30:00,123.2669234,188.49306,1.894529821,154.3041659,288.5710884,2.57355326,535.0882,0.337
19/08/201614:00:00,110.2100616,180.6157029,1.832337594,180.6538537,289.1926029,2.639323408,521.9581,0.337
19/08/201614:30:00,147.5561337,268.6934897,1.252756799,162.0119249,289.803844,2.60068299,492.2976,0.338
19/08/201615:00:00,127.7048493,180.2884819,0.843490449,148.6459942,290.0221729,2.532342626,492.3062,0.337
