TIme,ws,rad,VWC_2_Avg,T_2_Avg,LE,H,TKE,Precp
6/07/16 14:30:00,2.521166,578.9,0.281,20.02,108.1583897,31.54794432,0.9732783169,0
6/07/16 15:00:00,2.201731,180.9,0.281,19.7,42.90537656,13.94884141,1.075082495,0.2
6/07/16 15:30:00,3.652749,83.4,0.281,19.7,253.6842379,122.1342839,0.8833469026,0
6/07/16 16:00:00,4.24111,405.9,0.281,13.42,231.3651667,270.3814727,0.9440545534,0
6/07/16 16:30:00,4.491813,542.8,0.281,13.42,267.4084785,317.9402063,0.8351700209,0
6/07/16 17:00:00,3.226938,627.3,0.281,21.2,280.6066022,246.8425728,0.9054095534,0
6/07/16 17:30:00,2.724767,565.5,0.281,21.2,37.08929532,62.33279897,0.7370236929,0
6/07/16 18:00:00,2.340327,129.7,0.281,22.56,92.56229065,2.1704927,1.109996208,0
6/07/16 18:30:00,2.393047,120.1,0.281,22.56,128.4030728,62.0970402,0.7783359014,0
6/07/16 19:00:00,2.003749,212.5,0.281,15.49,156.9196588,94.47074547,0.9439997787,0
6/07/16 19:30:00,2.575796,270.5,0.281,15.49,30.41131687,3.07580624,1.024301272,0.1
6/07/16 20:00:00,2.907116,49.51,0.28,13.93,-28.00581504,-38.31452625,0.8318065824,0
6/07/16 20:30:00,2.741038,-53.3,0.28,13.93,-0.06607818012,-3.25621615,1.028654116,0
6/07/16 21:00:00,1.380057,6.92,0.28,11.31,-10.29046765,-10.24785645,0.3866776914,0
6/07/16 21:30:00,2.490039,-12.12,0.28,11.31,-22.51243184,-35.87274587,0.6306211324,0
6/07/16 22:00:00,2.684453,-53.25,0.28,10.28,-31.78207856,-50.58934194,0.6950730079,0
6/07/16 22:30:00,3.047575,-80.8,0.28,10.28,-33.19327522,-43.74397616,0.8235523454,0
6/07/16 23:00:00,3.686637,-78.2,0.28,7.593,-24.15818577,-54.83417918,0.9794851239,0
6/07/16 23:30:00,3.580523,-82.5,0.28,7.593,-23.49075351,-49.30825203,0.9355569776,0
7/07/16 00:00:00,3.53541,-77.85,0.279,6.54,-25.71757303,-39.33828753,0.9301851573,0
7/07/16 00:30:00,4.475337,-71.25,0.279,6.54,-10.99468557,-47.71020268,1.2787178,0
7/07/16 01:00:00,5.696188,-65.88,0.279,6.094,-20.66595045,-29.95976551,1.265355854,0
7/07/16 01:30:00,3.851454,-58.58,0.279,6.094,-23.54994971,-36.73202731,1.058806275,0
7/07/16 02:00:00,5.266798,-68.78,0.279,5.938,-16.88727261,-25.13096547,1.289474021,0
7/07/16 02:30:00,4.370379,-51.06,0.279,5.938,-14.84027332,-35.54647585,0.8928551344,0
7/07/16 03:00:00,4.004042,-59.72,0.279,5.583,-21.89636459,-32.93861786,1.010903285,0
7/07/16 03:30:00,3.325446,-64.74,0.279,5.583,-18.05176649,-43.23131034,1.154361864,0
7/07/16 04:00:00,3.407975,-71.9,0.279,5.071,-24.91130669,-33.31879231,1.005127601,0
7/07/16 04:30:00,2.910072,-69.43,0.279,5.071,-21.54905708,-41.13321964,0.9249485824,0
7/07/16 05:00:00,3.346432,-74.51,0.279,4.555,-20.61087421,-46.4099469,1.018338872,0
7/07/16 05:30:00,3.720989,-79.51,0.279,4.555,-21.91782205,-33.43424347,1.004653603,0
7/07/16 06:00:00,2.424854,-68.2,0.279,4.158,-21.68706341,-32.82112798,0.8581910139,0
7/07/16 06:30:00,2.58148,-67.52,0.279,4.158,-18.20034216,-28.51385201,0.7683051128,0
7/07/16 07:00:00,2.073666,-59.74,0.279,3.949,-4.400641601,-8.087034379,0.6419211137,0
7/07/16 07:30:00,2.005411,-24.92,0.279,3.949,24.2071865,8.788369052,0.5806604587,0
7/07/16 08:00:00,2.364834,22.73,0.278,4.925,54.66528471,34.0641141,0.5548056054,0
7/07/16 08:30:00,2.774619,81.7,0.278,4.925,90.0210474,62.73530814,0.9445141985,0
7/07/16 09:00:00,3.594452,146.7,0.278,5.872,111.6339515,114.0921194,0.6991474761,0
7/07/16 09:30:00,4.150298,220.9,0.278,5.872,97.3045714,210.0037186,0.8757394122,0
7/07/16 10:00:00,4.422282,303.5,0.278,6.877,152.6270334,254.6653955,0.8939826145,0
7/07/16 10:30:00,3.408045,407.6,0.278,6.877,200.112,179.2542987,0.8015185717,0
7/07/16 11:00:00,2.762878,387.9,0.277,12.35,187.5075766,52.54672117,1.074814186,0
7/07/16 11:30:00,1.832387,257.9,0.277,12.35,186.4078658,110.7347218,0.9058835993,0
7/07/16 12:00:00,2.580899,315.1,0.277,14.2,220.5199934,153.8228038,1.270381958,0
7/07/16 12:30:00,2.869787,401.4,0.277,14.2,187.0483928,131.2091869,1.712928292,0
7/07/16 13:00:00,2.133253,347.1,0.277,16.84,174.9038034,114.4063579,1.282218002,0
7/07/16 13:30:00,2.860956,316.2,0.277,16.84,82.21247902,49.30131017,1.135768297,0
7/07/16 14:00:00,2.937104,156.2,0.276,16.79,278.9343994,106.7658541,1.420136219,0
7/07/16 14:30:00,2.244488,413.7,0.276,16.79,248.1217141,244.0661732,1.402390981,0
7/07/16 15:00:00,3.047701,528.1,0.276,16.99,162.7928211,145.1150084,1.650438542,0
7/07/16 15:30:00,2.71572,341.3,0.276,16.99,169.685424,186.2972264,1.498886104,0
7/07/16 16:00:00,2.579529,387.9,0.276,17.6,194.8533951,149.6709541,1.351431674,0
7/07/16 16:30:00,2.955452,378,0.276,17.6,163.8613116,119.7491657,0.9814099223,0
7/07/16 17:00:00,1.915082,315.5,0.275,19.39,53.5447171,15.73547767,1.135061842,0
7/07/16 17:30:00,2.334059,95.1,0.275,19.39,107.5595398,51.52858807,1.274033533,0
7/07/16 18:00:00,1.070021,180.6,0.275,15.32,79.6427951,5.7518853,0.6542321498,0
7/07/16 18:30:00,1.30669,105.1,0.275,15.32,110.4200633,25.55310041,0.7206491337,0
7/07/16 19:00:00,2.512369,154.4,0.275,14.37,71.14198555,0.8933170055,0.9388729069,0
7/07/16 19:30:00,2.532772,88.6,0.275,14.37,33.62059983,7.298014014,0.757457755,0
7/07/16 20:00:00,2.410182,55.51,0.274,13.77,-8.25707632,-7.3797673,0.9343373733,0
7/07/16 20:30:00,5.502899,-3.506,0.274,13.77,-128.5928226,-59.41191856,1.282565029,0
7/07/16 21:00:00,3.860539,-178.4,0.274,11.9,-30.44181487,-44.47250828,1.058494673,0
7/07/16 21:30:00,3.365572,-68.03,0.274,11.9,-84.88702444,-63.41534614,0.9697945772,0
7/07/16 22:00:00,2.413649,-143.5,0.274,9.51,-75.12421491,-57.22396248,0.9197657812,0
7/07/16 22:30:00,1.534627,-129.6,0.274,9.51,-59.89194015,-50.60805985,0.3637025618,0
7/07/16 23:00:00,1.669174,-110.5,0.274,8.03,-30.12082148,-48.20291038,0.4391353594,0
7/07/16 23:30:00,3.183877,-80.6,0.274,8.03,-10.27500761,-20.63337121,0.8849601709,0
8/07/16 00:00:00,3.865739,-33.49,0.274,6.669,-13.90520262,-21.08652015,0.8141038603,0
8/07/16 00:30:00,4.370646,-37.91,0.274,6.669,-16.37781336,-24.71349526,0.7761452773,0
8/07/16 01:00:00,2.543301,-44.76,0.274,7.032,-26.19546393,-10.06191315,0.8101345276,0
8/07/16 01:30:00,3.123834,-41.01,0.274,7.032,-11.34385375,-14.97428165,0.6857153628,0
8/07/16 02:00:00,3.373417,-31.71,0.274,6.562,-4.94263407,-6.241882934,0.7380101838,0
8/07/16 02:30:00,3.720712,-16.32,0.274,6.562,-6.72979926,-8.642477111,0.8135910935,0
8/07/16 03:00:00,1.901846,-20.48,0.274,6.912,-8.939364175,-12.72859662,0.6865270888,0
8/07/16 03:30:00,2.136688,-26.97,0.274,6.912,-5.281590374,-10.15981422,0.9359591559,0
8/07/16 04:00:00,2.245012,-20.91,0.273,6.7,-5.993258754,-6.920256728,0.6377018098,0
8/07/16 04:30:00,2.161602,-18.32,0.273,6.7,-5.003375805,-6.468673496,0.583287627,0
8/07/16 05:00:00,2.674284,-16.69,0.273,6.774,-7.912883249,-9.418075827,0.7998553253,0
8/07/16 05:30:00,4.00081,-22.56,0.273,6.774,-8.444587244,-9.69603352,0.8249021452,0
8/07/16 06:00:00,3.783577,-23.78,0.273,6.639,-6.751702629,-8.983748979,0.8999190617,0
8/07/16 06:30:00,2.152842,-21.58,0.273,6.639,-3.363092453,-4.789802749,0.6261947148,0
8/07/16 07:00:00,1.43513,-13.82,0.273,6.431,8.52932732,2.102014393,0.4521901798,0
8/07/16 07:30:00,2.200162,5.857,0.273,6.431,62.62514764,14.78712656,0.5051356493,0
8/07/16 08:00:00,2.855234,74.49,0.273,7.143,41.6928221,106.8585877,0.8221424923,0
8/07/16 08:30:00,2.953763,149.3,0.273,7.143,107.9178323,83.84823932,0.6135446769,0
8/07/16 09:00:00,2.964814,194.4,0.273,9.42,37.64913804,214.8870465,0.6245138155,0
8/07/16 09:30:00,3.171047,257,0.273,9.42,121.6114938,143.3848414,0.7300035358,0
8/07/16 10:00:00,4.035577,271.9,0.272,10.6,167.5259531,200.5589089,0.7250183981,0
8/07/16 10:30:00,3.617183,379.3,0.272,10.6,163.8216734,186.1571097,0.8498453164,0
8/07/16 11:00:00,3.961516,364.6,0.272,15.34,210.7678245,254.09888,0.9354770111,0
8/07/16 11:30:00,4.722361,489.9,0.272,15.34,236.806868,308.5402483,0.9054124155,0
8/07/16 12:00:00,3.06322,589.1,0.272,19.55,264.3022646,176.1350814,1.158600752,0
8/07/16 12:30:00,2.562318,491.3,0.272,19.55,102.7255613,72.18561148,0.813666144,0
8/07/16 13:00:00,2.357018,215.9,0.271,22.23,276.0864609,341.4972399,0.8540979869,0
8/07/16 13:30:00,3.113344,662.5,0.271,22.23,253.7106339,277.8997849,1.218737552,0
8/07/16 14:00:00,2.121986,587.3,0.271,24.22,303.5984185,357.1214053,0.8718159347,0
8/07/16 14:30:00,2.375105,717.1,0.271,24.22,188.5288695,226.76115,0.8062353484,0
8/07/16 15:00:00,2.322929,473.3,0.27,27.33,153.4016573,164.2550176,0.6810874613,0
8/07/16 15:30:00,1.809491,368.8,0.27,27.33,172.4977943,152.1095901,0.6908522415,0
8/07/16 16:00:00,2.00311,365.5,0.27,21.84,256.501851,325.9192983,0.8020415236,0
8/07/16 16:30:00,2.628417,626.4,0.27,21.84,241.2247065,312.8093221,0.9101128215,0
8/07/16 17:00:00,2.304784,600.3,0.269,24.33,123.7876882,48.82815715,0.9376488438,0
8/07/16 17:30:00,3.304401,213.1,0.269,24.33,210.7906435,176.4833792,0.9493591535,0
8/07/16 18:00:00,3.783427,417.3,0.269,20.42,203.9417312,153.8723856,1.093326665,0
8/07/16 18:30:00,4.25493,383,0.269,20.42,147.0713775,120.9480785,1.153532237,0
8/07/16 19:00:00,3.427688,291.8,0.269,18.16,160.2347607,104.9220439,1.053072051,0
8/07/16 19:30:00,3.595963,285.3,0.269,18.16,36.40203579,1.242785408,0.9399888084,0
8/07/16 20:00:00,3.815181,53.82,0.269,15.13,23.62194475,1.193337384,0.9822806353,0
8/07/16 20:30:00,4.382798,37.05,0.269,15.13,19.26164218,-0.2570125337,1.061808763,0
8/07/16 21:00:00,4.756608,27.85,0.269,11.79,-8.550463857,-25.67000746,1.210009415,0
8/07/16 21:30:00,4.482867,-27.8,0.269,11.79,-36.28826944,-40.89041522,1.088676837,0
8/07/16 22:00:00,3.484225,-72.88,0.268,10.41,-42.04837179,-50.64600037,0.8965617916,0
8/07/16 22:30:00,2.43938,-90.3,0.268,10.41,-35.02140223,-62.62167879,0.5577410521,0
8/07/16 23:00:00,1.151879,-96.9,0.268,9.19,-7.424035697,-75.9200605,0.3806868641,0
8/07/16 23:30:00,2.861513,-84.5,0.268,9.19,-36.08849278,-45.41439835,0.7859913882,0
9/07/16 00:00:00,2.27203,-84.2,0.268,7.423,-32.57776501,-37.71939447,0.8842760605,0
9/07/16 00:30:00,3.179043,-73.93,0.268,7.423,-29.82567673,-47.90575109,0.8131567825,0
9/07/16 01:00:00,3.803348,-82.3,0.268,7.045,-14.78330719,-61.82247506,0.9913023444,0
9/07/16 01:30:00,5.003913,-82,0.268,7.045,-29.78922468,-35.78604112,1.024890639,0
9/07/16 02:00:00,3.672756,-71.63,0.268,6.66,-32.54403549,-39.14079992,0.7988935566,0
9/07/16 02:30:00,3.606098,-78.29,0.268,6.66,-25.65961306,-45.26974893,0.8316258219,0
9/07/16 03:00:00,2.74336,-78.14,0.268,6.271,-43.54783417,-28.86357592,0.7245154195,0
9/07/16 03:30:00,1.390448,-80.2,0.268,6.271,-33.8246412,-36.46112332,0.302996984,0
9/07/16 04:00:00,2.003716,-78.9,0.268,5.802,-29.63355822,-36.12820274,0.4734493547,0
9/07/16 04:30:00,1.930851,-75.02,0.268,5.802,-13.79544477,-28.70896683,0.490320041,0
9/07/16 05:00:00,1.567085,-51.57,0.268,5.259,-15.67561803,-38.46942699,0.3467556864,0
9/07/16 05:30:00,1.716059,-63.04,0.268,5.259,-22.82275394,-26.97514475,0.4108622678,0
9/07/16 06:00:00,2.229356,-58.88,0.267,5.632,-9.401085783,-29.62113777,0.4788682132,0
9/07/16 06:30:00,2.660816,-48.17,0.267,5.632,-5.338927268,-7.311473935,0.5670404441,0
9/07/16 07:00:00,3.480559,-21.1,0.267,5.712,16.21153124,10.08051778,0.5687221277,0
9/07/16 07:30:00,2.289062,19.89,0.267,5.712,30.50191959,6.777644238,0.6172257697,0
9/07/16 08:00:00,2.257914,32.64,0.267,7.329,42.10536478,23.22682879,0.5330972508,0
9/07/16 08:30:00,2.169115,62.23,0.267,7.329,44.49324646,37.05779779,0.5083638476,0
9/07/16 09:00:00,2.151672,80.7,0.267,8.56,65.96973816,-0.02153376257,0.7202305545,0
9/07/16 09:30:00,1.944266,66.36,0.267,8.56,37.00529888,67.9062866,0.5170685563,0
9/07/16 10:00:00,2.760187,107.3,0.267,9.41,21.57092106,8.574819151,0.5946141471,0
9/07/16 10:30:00,2.714702,32.04,0.267,9.41,21.82183748,12.88135577,0.5236846781,0.8
9/07/16 11:00:00,3.250604,36.57,0.267,9.67,60.71921293,42.28642222,0.7506579312,0
9/07/16 11:30:00,4.068229,106.3,0.267,9.67,73.79978413,49.61524294,0.7694493118,0
9/07/16 12:00:00,3.977809,132.2,0.267,10.74,39.53090973,19.09138254,0.8320459028,0.4
9/07/16 12:30:00,3.428794,67.27,0.267,10.74,98.42865573,91.34691257,0.7730139671,0
9/07/16 13:00:00,1.908585,201.8,0.267,11.75,193.0038066,192.9808384,0.6330813053,0
9/07/16 13:30:00,2.562611,407.7,0.267,11.75,184.3915055,107.9336362,0.7091553564,0
9/07/16 14:00:00,2.34563,323.1,0.267,17.89,205.9207134,123.8906492,0.8077054291,0
9/07/16 14:30:00,4.48079,361.3,0.267,17.89,192.1652685,162.1166576,0.9811898354,0
9/07/16 15:00:00,3.48603,386.1,0.267,19,49.95603792,35.34628413,1.058732271,1.1
9/07/16 15:30:00,5.036745,115.6,0.267,19,-47.65356819,-74.59918592,1.372294795,1.5
9/07/16 16:00:00,3.296066,-102.1,0.267,16.08,-7.898316059,-6.368853351,1.492495726,0.5
9/07/16 16:30:00,2.461237,-0.832,0.267,16.08,22.98082541,16.38593617,1.180991786,0
9/07/16 17:00:00,3.073341,52.61,0.27,11.2,85.34053694,32.9363111,1.379149959,0
9/07/16 17:30:00,2.926667,131.9,0.27,11.2,68.20231419,29.57554903,0.7927918212,0
9/07/16 18:00:00,3.158038,113.3,0.27,13.38,98.40519897,54.10628716,0.8041876617,0
9/07/16 18:30:00,2.888408,169.1,0.27,13.38,68.21367389,38.46937103,0.6673695478,0
9/07/16 19:00:00,1.809304,122.5,0.27,14.57,47.43038204,12.09267326,0.6553775939,0.7
9/07/16 19:30:00,2.890205,72.86,0.27,14.57,-81.80115378,-60.44732895,1.081628321,0.1
9/07/16 20:00:00,2.309366,-133.1,0.27,12.37,-4.05167668,-5.426240001,1.093808272,0
9/07/16 20:30:00,2.987006,-2.837,0.27,12.37,-69.60399497,-61.85468449,1.346324372,0
9/07/16 21:00:00,2.376906,-128.4,0.27,9.72,-31.51545973,-30.20587637,0.6139661092,0
9/07/16 21:30:00,2.162237,-61.06,0.27,9.72,-40.78532069,-47.6391226,0.7592710835,0.2
9/07/16 22:00:00,1.647388,-88.7,0.271,8.14,-35.57769232,-47.9359478,0.6505602217,0
9/07/16 22:30:00,2.762685,-84.7,0.271,8.14,-43.27082068,-76.60815169,1.292115043,0
9/07/16 23:00:00,2.649164,-122.5,0.271,7.917,-11.13421514,-118.8616784,0.9517177842,0
9/07/16 23:30:00,2.259443,-135.1,0.271,7.917,-34.34411727,-70.80326208,0.6255130619,0
10/07/16 00:00:00,1.844979,-112.1,0.271,6.107,-4.765956754,-52.16273502,0.5722740868,0
10/07/16 00:30:00,2.278627,-64.4,0.271,6.107,-18.36317234,-32.80799157,0.8580278393,0
10/07/16 01:00:00,2.290034,-58.19,0.271,6.225,-12.59700486,-17.81356474,0.8904884628,0
10/07/16 01:30:00,2.224211,-36.69,0.271,6.225,-9.162427932,-11.56748545,0.8461756216,0
10/07/16 02:00:00,1.094547,-26.75,0.271,7.07,-4.836251639,-7.026810732,0.557053659,0
10/07/16 02:30:00,1.824405,-17.53,0.271,7.07,-16.02257786,-25.2673768,0.6329518333,0
10/07/16 03:00:00,2.414755,-46.99,0.271,7.108,-23.80521595,-41.00766071,0.6104694945,0
10/07/16 03:30:00,2.345252,-71.92,0.271,7.108,-25.71342901,-30.50683108,0.8368594124,0
10/07/16 04:00:00,1.846799,-64.9,0.271,5.547,-19.03922358,-25.87061555,0.8410688749,0
10/07/16 04:30:00,2.400191,-54.18,0.271,5.547,-29.30723719,-34.46942201,0.9014015127,0
10/07/16 05:00:00,1.830929,-73.64,0.271,5.203,-24.67532393,-41.89711927,0.7752166863,0
10/07/16 05:30:00,1.756053,-77.49,0.271,5.203,-24.4329784,-33.1111955,0.6182428966,0
10/07/16 06:00:00,1.410009,-69.09,0.27,4.41,-21.23626001,-19.32719588,0.5444317268,0
10/07/16 06:30:00,1.093902,-52.45,0.27,4.41,-15.65710993,-13.85549407,0.3483763537,0
10/07/16 07:00:00,1.628919,-40.89,0.27,4.389,-5.319102485,-6.154119485,0.5136694703,0
10/07/16 07:30:00,1.845851,-22.38,0.27,4.389,21.3564643,11.112236,0.6856924835,0
10/07/16 08:00:00,2.304247,23.26,0.27,5.304,63.38748999,35.13606346,0.5240759612,0
10/07/16 08:30:00,2.94663,92.7,0.27,5.304,128.5289753,77.03226297,0.5515680765,0
10/07/16 09:00:00,2.935471,201.1,0.27,6.013,164.4780076,144.9504056,0.5910561891,0
10/07/16 09:30:00,3.68441,308.9,0.27,6.013,162.1614466,211.9983172,0.6913259763,0
10/07/16 10:00:00,3.99087,376.7,0.27,9.1,167.008683,180.5319701,0.7892241907,0
10/07/16 10:30:00,2.96995,353.1,0.27,9.1,227.9857425,301.2974397,0.8329939917,0
10/07/16 11:00:00,1.788954,541.2,0.269,13.06,213.5089417,245.7219728,0.719481364,0
10/07/16 11:30:00,1.870303,493.7,0.269,13.06,189.9661736,176.2647409,0.9402155934,0
10/07/16 12:00:00,2.516773,400.7,0.269,18.43,84.12362461,40.83700896,1.06856875,0
10/07/16 12:30:00,1.285919,153.1,0.269,18.43,91.35477181,39.56912186,0.6222935692,0
10/07/16 13:00:00,2.557579,152.2,0.269,14.67,139.781884,81.85004856,0.6863652735,0
10/07/16 13:30:00,2.455052,240.3,0.269,14.67,322.3741942,328.4725553,0.744964544,0
10/07/16 14:00:00,2.213845,681.1,0.269,13.97,233.600772,340.7001482,0.8996291885,0
10/07/16 14:30:00,3.145067,614.3,0.269,13.97,256.2925649,280.5335096,0.9624260063,0
10/07/16 15:00:00,2.993304,581.3,0.269,21.81,214.3314234,112.1049794,0.9374914637,0
10/07/16 15:30:00,3.212229,365.7,0.269,21.81,274.3942527,219.3485735,0.9594712552,0
10/07/16 16:00:00,2.413612,531.8,0.268,18.76,233.4190145,254.193447,1.048409759,0
10/07/16 16:30:00,3.33669,531.4,0.268,18.76,175.3243178,74.09853131,0.9164876714,0
10/07/16 17:00:00,3.460171,286.2,0.268,22.5,23.8803746,2.928858408,0.974329142,0
10/07/16 17:30:00,2.86452,56.22,0.268,22.5,192.7966653,82.54327634,0.8762307431,0
10/07/16 18:00:00,3.176559,299,0.267,15.89,199.2840171,162.3232196,1.05793112,0
10/07/16 18:30:00,3.204699,381.6,0.267,15.89,14.65061346,1.141259131,0.9787125369,0
10/07/16 19:00:00,5.992468,32.53,0.267,16.02,10.11853468,3.713025806,1.37992334,0
10/07/16 19:30:00,5.751941,27.78,0.267,16.02,-14.97276152,-11.74733523,1.316279464,0
10/07/16 20:00:00,3.305491,-14.44,0.267,12.66,-5.489808562,-6.713541588,0.9414739381,0
10/07/16 20:30:00,3.167568,-1.633,0.267,12.66,6.126096653,-0.0338498843,0.8602658792,0
10/07/16 21:00:00,3.40347,14.91,0.267,11.51,-13.03802408,-10.23713223,0.8493825573,0
10/07/16 21:30:00,3.694519,-16.21,0.267,11.51,-13.67175826,-10.53880864,1.057975952,0
10/07/16 22:00:00,3.174778,-19.61,0.267,10.09,-8.984037165,-15.02516042,0.9533969944,0
10/07/16 22:30:00,4.211677,-20.86,0.267,10.09,-10.7169187,-11.43090956,0.9457534378,0
10/07/16 23:00:00,2.8916,-20.45,0.267,9.28,-6.758107456,-8.253422348,0.8590294896,0
10/07/16 23:30:00,2.922144,-14.19,0.267,9.28,-10.28303593,-15.28603868,0.8007655108,0.2
11/07/16 00:00:00,2.220992,-25.35,0.267,8.99,-7.859749751,-8.743791308,0.6531975727,0.2
11/07/16 00:30:00,2.121524,-16.85,0.267,8.99,-7.452463636,-8.842928194,0.4545370715,1.4
11/07/16 01:00:00,1.480491,-16.98,0.267,8.7,-12.0530023,-17.32562838,0.4009870906,0
11/07/16 01:30:00,0.8652639,-30.83,0.267,8.7,-15.48366392,-14.53558994,0.2866805171,0
11/07/16 02:00:00,1.602055,-32.21,0.268,8.19,-20.12513653,-14.30331731,0.2960552886,0
11/07/16 02:30:00,1.516785,-37.28,0.268,8.19,-26.92522674,-24.42420254,0.2038989407,0
11/07/16 03:00:00,1.55574,-54.53,0.268,7.881,-17.37861202,-23.06179271,0.4156613008,0
11/07/16 03:30:00,1.622659,-43.95,0.268,7.881,-16.19245964,-13.8760141,0.4153702287,0
11/07/16 04:00:00,0.9944871,-33.77,0.268,7.749,-19.74947192,-9.927395968,0.380972783,0
11/07/16 04:30:00,1.642258,-33.68,0.268,7.749,-15.32081903,-21.97153658,0.6157299118,0
11/07/16 05:00:00,1.94647,-41.46,0.268,7.582,-22.33825179,-15.7773354,0.521935823,0.2
11/07/16 05:30:00,2.129371,-42.53,0.268,7.582,-14.62487094,-19.87136655,0.3815526373,0.1
11/07/16 06:00:00,2.058419,-39.13,0.268,7.411,-16.13086932,-16.79859976,0.3647121236,0.1
11/07/16 06:30:00,2.08963,-37.81,0.268,7.411,-11.83339839,-6.120908111,0.5089562929,0.3
11/07/16 07:00:00,1.239404,-22.78,0.268,7.222,-6.188150263,-0.1051807919,0.5023686718,0
11/07/16 07:30:00,1.850499,-10.79,0.268,7.222,-0.6115322613,-0.9944291947,0.3718936313,0
11/07/16 08:00:00,1.516175,-5.472,0.269,7.545,24.24765856,12.05802116,0.3254835168,0
11/07/16 08:30:00,1.340122,33.78,0.269,7.545,43.45116666,11.71025327,0.5006391734,0
11/07/16 09:00:00,1.116799,54.53,0.269,8.55,42.78505805,22.04172641,0.4461686487,0
11/07/16 09:30:00,2.018004,65.87,0.269,8.55,66.49090806,19.39113587,0.5097884448,0
11/07/16 10:00:00,2.234802,90,0.269,9.99,75.27913549,46.72262951,0.5370373838,0
11/07/16 10:30:00,1.860346,128.5,0.269,9.99,76.17034961,47.02824349,0.5456710351,0
11/07/16 11:00:00,2.697859,132,0.269,11.57,60.74307454,18.77326243,0.614375238,0
11/07/16 11:30:00,2.731884,88.4,0.269,11.57,52.51809517,16.52531546,0.5801540642,0.2
11/07/16 12:00:00,2.286323,76.94,0.268,11.34,54.29356701,18.63882148,0.5593729856,0.2
11/07/16 12:30:00,0.8797709,80.6,0.268,11.34,102.8480275,69.51514469,0.4076706385,0.1
11/07/16 13:00:00,1.290148,181.4,0.269,10.99,129.7581977,129.3291943,0.4941903702,0
11/07/16 13:30:00,1.224428,271.7,0.269,10.99,102.1011016,62.38797579,0.5613114765,0
11/07/16 14:00:00,2.137081,180.2,0.269,13.83,45.25494077,16.69604773,0.830268979,0.4
11/07/16 14:30:00,2.062608,76.62,0.269,13.83,-1.451071211,-2.062926299,0.7057925495,2
11/07/16 15:00:00,2.547707,7.618,0.269,12.3,5.286912714,0.8045669284,0.6032478888,0.4
11/07/16 15:30:00,2.024074,14.18,0.269,12.3,81.81052468,67.31709298,0.6260747966,0.2
11/07/16 16:00:00,1.947865,157.6,0.279,10.27,210.7644522,189.4494659,0.5927495075,0
11/07/16 16:30:00,2.804379,421.2,0.279,10.27,109.8042875,59.67315347,0.6909962026,0
11/07/16 17:00:00,2.217814,194.1,0.291,16.87,198.3508121,88.26147132,0.7449887537,0
11/07/16 17:30:00,2.920581,309,0.291,16.87,103.793017,82.86522677,0.847146131,0
11/07/16 18:00:00,1.68778,207.3,0.292,16.16,207.4751013,73.37342446,0.6974719909,0
11/07/16 18:30:00,2.458463,299.4,0.292,16.16,66.84328698,62.98673154,0.7456755522,0
11/07/16 19:00:00,1.364119,147,0.29,14.33,58.34958551,46.77398602,0.5483241499,0
11/07/16 19:30:00,1.935004,121.1,0.29,14.33,51.60110944,18.7382405,0.587504138,0
11/07/16 20:00:00,2.600367,84.6,0.29,13.42,35.87848539,10.23170331,0.8202219559,0
11/07/16 20:30:00,1.729187,57.98,0.29,13.42,10.62187667,2.528472992,0.529681079,0
11/07/16 21:00:00,1.32313,23.22,0.289,11.91,-4.30721135,-4.036105377,0.5445288332,0
11/07/16 21:30:00,1.782244,-0.505,0.289,11.91,-11.37849376,-9.997503184,0.5425150716,0
11/07/16 22:00:00,1.892202,-15.42,0.288,10.67,-46.58027672,-47.52888534,0.6303682756,0
11/07/16 22:30:00,2.231375,-89.9,0.288,10.67,-33.59995847,-51.72553877,0.8031315977,0
11/07/16 23:00:00,3.654026,-82.8,0.288,9.54,-21.25336727,-35.75421708,0.6363356592,0
11/07/16 23:30:00,2.717804,-55.94,0.288,9.54,-20.8922307,-27.4125239,0.661707257,0
25/07/201600:00:00,1.562506,-90.3,0.294,9.14,-48.63828468,-38.38390412,0.6575710083,0
25/07/201600:30:00,1.44866,-88.1,0.294,9.14,-42.5337619,-36.81452593,0.5622844254,0
25/07/201601:00:00,1.904645,-81.3,0.294,8.65,-41.00618252,-30.63428485,0.5949850258,0
25/07/201601:30:00,3.217233,-74,0.294,8.65,-43.21437579,-35.401751,1.039144259,0
25/07/201602:00:00,3.370665,-81.5,0.294,8.7,-52.49443794,-40.22256806,1.010860838,0
25/07/201602:30:00,1.721351,-96.3,0.294,8.7,-45.23090193,-39.15785326,0.5989313659,0
25/07/201603:00:00,1.236797,-88.7,0.294,8.74,-13.66414825,-68.09635614,0.3951357841,0
25/07/201603:30:00,1.296747,-86.8,0.294,8.74,-31.45497833,-48.37727525,0.373909791,0
25/07/201604:00:00,3.388073,-85.6,0.293,7.478,-29.47925034,-44.76790978,0.9308420732,0
25/07/201604:30:00,3.647615,-80.7,0.293,7.478,-21.4686276,-52.80999506,0.8728080965,0
25/07/201605:00:00,3.161198,-81.4,0.293,6.918,-25.59833754,-53.45708189,0.5406516852,0
25/07/201605:30:00,3.258672,-86.7,0.293,6.918,-28.90929604,-46.64851907,0.518356878,0
25/07/201606:00:00,3.437257,-83.9,0.293,6.572,-25.01957541,-41.23503647,0.5174201875,0
