Time,ws,rad,VWC,T_2_Avg,LE,H,TKE,Precp
7/8/17 13:30,3.013328,680.1,0.203,,296.051792,337.0476377,3.667834268,0
7/8/17 14:00,4.72774,703.5,0.202,,241.3580499,410.5190772,4.633030354,0
7/8/17 14:30,3.816395,795.7,0.202,,311.8093057,429.4248913,4.627846195,0
7/8/17 15:00,3.514717,690,0.201,,246.5110844,387.9861683,4.227814374,0
7/8/17 15:30,4.102093,652.7,0.201,,277.6003053,320.0455021,5.478360285,0
7/8/17 16:00,2.308519,627.9,0.2,,273.0525967,301.1401493,2.323461153,0
7/8/17 16:30,3.085705,543.6,0.2,,246.4827523,245.4096068,5.164327651,0
7/8/17 17:00,3.386507,384.7,0.199,,210.5621121,129.0135265,3.334930066,0
7/8/17 17:30,2.658732,455.3,0.199,,211.0538912,209.1077099,4.666862275,0
7/8/17 18:00,2.649207,393.8,0.199,,176.8667826,188.0536261,3.82948785,0
7/8/17 18:30,2.382091,306.5,0.199,,146.0104179,134.8214388,3.314840011,0
7/8/17 19:00,1.861022,168.4,0.199,,82.28530411,63.37059666,1.76800641,0
7/8/17 19:30,2.522698,170.8,0.199,,106.0466516,44.11518425,3.197944792,0
7/8/17 20:00,1.132209,-9.78,0.198,,-13.05924872,-15.12625904,0.8226202858,0
7/8/17 20:30,2.07613,-34.48,0.198,,-14.51948105,-35.30622783,0.8452172808,0
7/8/17 21:00,3.633491,-7.367,0.198,,-6.201818452,-14.12845161,1.396656498,0
7/8/17 21:30,2.533167,-70.32,0.198,,-20.98173633,-60.57309772,1.121114111,0
7/8/17 22:00,2.309371,-76.2,0.198,,-25.0018535,-60.72790179,1.361500681,0
7/8/17 22:30,3.33196,-80.9,0.198,,-23.12813344,-65.76004379,0.7468412907,0
7/8/17 23:00,3.951353,-75.89,0.198,,-30.04097168,-52.5646214,0.9832512072,0
7/8/17 23:30,3.06388,-77.78,0.198,,-23.99332979,-59.40249718,0.7545732015,0
7/9/17 0:00,2.906423,-78.82,0.198,,-24.08294851,-59.25311235,0.234832039,0
7/9/17 0:30,3.129113,-73.24,0.198,,-22.17601303,-54.64407666,0.3048150761,0
7/9/17 1:00,2.484844,-76.4,0.198,,-22.87002434,-56.31448986,0.3364644356,0
7/9/17 1:30,2.639943,-80.9,0.198,,-24.00108513,-59.12184638,0.1466796581,0
7/9/17 2:00,2.290898,-76.76,0.199,,-22.66897571,-55.68502771,0.2028793464,0
7/9/17 2:30,2.198476,-76.42,0.199,,-22.46899486,-55.02930157,0.3900029938,0
7/9/17 3:00,2.850872,-73.89,0.198,,-21.27879234,-53.19618963,0.136051007,0
7/9/17 3:30,2.543751,-68.38,0.198,,-19.45534406,-49.01825305,0.1619546001,0
7/9/17 4:00,2.389729,-30.94,0.198,,-21.60079095,-9.573201845,0.3707408827,0
7/9/17 4:30,2.350449,-26.5,0.198,,-15.12410677,-12.42886079,0.3110773386,0
7/9/17 5:00,2.811713,-78.01,0.198,,-22.12785636,-56.9351112,0.303705297,0
7/9/17 5:30,2.092875,-79.98,0.198,,-17.92013404,-62.15346307,0.1839953077,0
7/9/17 6:00,1.251718,-71.28,0.198,,-15.83551998,-54.78930021,0.04302353149,0
7/9/17 6:30,0.6376173,-57.88,0.198,,-12.81176001,-44.08547027,0.2350028326,0
7/9/17 7:00,0.6421713,-17.3,0.198,,-6.678289662,-9.944350281,0.0847353788,0
7/9/17 7:30,1.005072,30.34,0.198,,17.91616531,10.48518349,0.1298625086,0
7/9/17 8:00,1.689165,36.31,0.198,,20.35562745,11.14278041,0.6829591672,0
7/9/17 8:30,2.95593,116.8,0.198,,81.91449157,28.69583894,0.5056216342,0
7/9/17 9:00,3.120933,260.4,0.198,,110.1132922,141.9481719,0.6593726284,0
7/9/17 9:30,4.270151,227.5,0.198,,125.4466406,91.61267163,1.032596988,0
7/9/17 10:00,4.060796,243.2,0.198,,87.13378779,143.756945,0.9846756586,0
7/9/17 10:30,3.817185,199.3,0.198,,161.219812,23.71548337,0.9737582695,0
7/9/17 11:00,2.98523,219.9,0.197,,105.2558618,98.41681516,0.6273780767,0
7/9/17 11:30,3.018445,201,0.197,,115.2378394,67.24995587,0.9364766407,0
7/9/17 12:00,2.731612,474.5,0.197,,214.2657507,237.9388049,0.8815421835,0
7/9/17 12:30,1.753623,476.1,0.197,,241.0874842,200.5686143,1.332610294,0
7/9/17 13:00,3.791486,524.7,0.197,,242.6341359,244.1310267,2.659549616,0
7/9/17 13:30,3.476914,499.2,0.197,,266.1204919,192.4915594,2.673062383,0
7/9/17 14:00,4.210063,677.3,0.196,,270.2135232,361.6607679,6.3043115,0
7/9/17 14:30,2.41551,670.7,0.196,,296.5572316,324.7054987,2.678243794,0
7/9/17 15:00,4.025553,660.7,0.195,,315.8357881,294.799665,4.156503456,0
7/9/17 15:30,3.215938,645.5,0.195,,288.1778408,306.0100417,4.359388212,0
7/9/17 16:00,3.81054,601.8,0.194,,303.6235634,248.2739682,5.588103422,0
7/9/17 16:30,3.288584,454.3,0.194,,223.3677136,182.5489891,5.807127187,0
7/9/17 17:00,2.855706,332.5,0.193,,163.6690964,130.0758879,3.484440571,0
7/9/17 17:30,3.409517,504.6,0.193,,210.0165667,262.6162783,5.714713566,0
7/9/17 18:00,3.337692,312.2,0.193,,143.9912413,141.2913735,4.504730286,0
7/9/17 18:30,2.885219,165.7,0.193,,101.2809954,40.54584747,4.870859493,0
7/9/17 19:00,3.774349,124.9,0.192,,80.11315828,22.99193772,7.037469176,0
7/9/17 19:30,3.667749,167.5,0.192,,111.8684496,37.01221417,5.643650226,0
7/9/17 20:00,2.002231,118.5,0.192,,83.57488197,19.43565796,3.895676915,0
7/9/17 20:30,1.846661,56.58,0.192,,34.91609825,8.664635106,2.081936834,0
7/9/17 21:00,1.162571,-15.12,0.192,,-8.90020853,-17.20862671,0.7371494501,0
7/9/17 21:30,1.55199,-80.6,0.192,,-20.5756677,-68.97989034,0.9929924297,0
7/9/17 22:00,1.556659,-88.7,0.192,,-22.0199372,-73.7394185,0.8978961668,0
7/9/17 22:30,2.269234,-103.9,0.192,,-32.53798588,-76.7764714,0.7618006106,0
7/9/17 23:00,2.402807,-103.9,0.192,,-24.86949598,-83.028521,0.6549084136,0
7/9/17 23:30,2.515791,-102,0.192,,-24.10080454,-80.8006135,0.3279865687,0
7/10/17 0:00,2.10231,-89.6,0.192,,-20.77236619,-70.90660264,0.2226896108,0
7/10/17 0:30,2.305782,-95.2,0.192,,-22.03080572,-74.65417201,0.2116571373,0
7/10/17 1:00,2.386127,-98.2,0.192,,-22.32727339,-76.58094676,0.2099359878,0
7/10/17 1:30,2.293515,-75.34,0.192,,-16.72039661,-58.73383245,0.1602935745,0
7/10/17 2:00,1.306324,-46.95,0.192,,-9.931133485,-37.33870787,0.2198469513,0
7/10/17 2:30,0.4617586,-42.71,0.192,,-9.351620334,-34.04375401,0.1364796272,0
7/10/17 3:00,1.063087,-39.72,0.192,,-8.626549121,-31.89305427,0.2677184105,0
7/10/17 3:30,1.840865,-46.63,0.192,,-9.921635946,-37.57650488,0.2163012418,0
7/10/17 4:00,1.387821,-46.13,0.192,,-9.805252055,-37.12435134,0.4449918224,0
7/10/17 4:30,0.9855271,-45.14,0.192,,-10.35773752,-35.2391787,0.3094782855,0
7/10/17 5:00,1.127735,-38.14,0.192,,-9.925846997,-28.53399436,0.5804780392,0
7/10/17 5:30,1.93765,-34.46,0.192,,-9.072521168,-25.77585762,0.07879353157,0
7/10/17 6:00,0.6764595,-36.11,0.192,,-9.691187692,-27.05849503,0.1349043543,0.24
7/10/17 6:30,4.5956,-312.2,0.192,,-116.9769235,-196.2282922,3.603671977,0
7/10/17 7:00,3.45774,-122.2,0.191,,-26.36205074,-96.61176507,2.907726118,0
7/10/17 7:30,2.369819,-42.65,0.191,,-11.06682318,-32.37975192,1.372495946,0
7/10/17 8:00,2.867175,-41.62,0.192,,-13.19924341,-29.40126825,0.8452060243,0.1
7/10/17 8:30,2.358368,-25.34,0.192,,-8.583606256,-18.80862744,0.9426318093,0.15
7/10/17 9:00,2.573237,-62.9,0.192,,-14.88456065,-50.3641068,0.6857640488,0.69
7/10/17 9:30,2.273382,-47.68,0.192,,-10.06961212,-39.59421378,0.6842100382,0
7/10/17 10:00,3.496024,-38.99,0.192,,-10.46915346,-30.41346206,0.735655953,0.65
7/10/17 10:30,2.995012,204.2,0.192,,104.7797727,94.65448463,3.100163298,0
7/10/17 11:00,2.961115,247.9,0.192,,125.587068,99.78396648,1.016023087,0
7/10/17 11:30,2.244569,252.4,0.192,,127.3388935,93.57072055,0.7817450604,0
7/10/17 12:00,1.856288,500.1,0.193,,207.7628111,256.6739278,0.8358877164,0
7/10/17 12:30,1.51115,408.9,0.193,,173.4412246,202.6002337,0.5372414767,0
7/10/17 13:00,2.0126,546.7,0.193,,219.9413866,290.7533133,0.6469649731,0
7/10/17 13:30,1.082299,366.3,0.193,,167.0475433,168.9022006,0.285750208,0
7/10/17 14:00,1.355229,490,0.192,,215.4737691,243.9605064,0.06710207813,0
7/10/17 14:30,1.823516,529.4,0.192,,229.3285429,267.6167117,0,0
7/10/17 15:00,1.207745,323.2,0.192,,152.1417116,138.4609912,0.3155213984,0
7/10/17 15:30,6.516109,69.01,0.192,,34.37393227,9.08069538,7.200844762,0
7/10/17 16:00,2.741467,201.6,0.191,,111.2199765,68.90926992,2.082436597,0
7/10/17 16:30,4.215151,278.8,0.191,,116.490715,142.5162883,0.2118033092,0
7/10/17 17:00,0,342.2,0.191,,167.6109591,154.2292344,,0
7/10/17 17:30,3.928228,286.5,0.191,,133.6829504,134.2030172,4.321349942,0
7/10/17 18:00,5.211795,201.5,0.191,,112.2085631,71.14313973,2.026377819,0
7/10/17 18:30,3.099025,49.57,0.191,,22.9127768,10.545518,1.017240227,0
7/10/17 19:00,3.23239,43.23,0.19,,19.59133698,10.20052049,1.078890566,0
7/10/17 19:30,5.851805,-3.138,0.19,,-6.40919666,-8.3827219,5.141328322,0.26
7/10/17 20:00,6.781645,-26.5,0.191,,-15.83601944,-18.19937077,4.5813473,1.99
7/10/17 20:30,2.413778,-1.56,0.191,,-2.644247074,-3.034194425,0.8752012901,0.27
7/10/17 21:00,2.233214,-6.361,0.207,,-2.523753058,-6.285334464,0.4000359676,1.19
7/10/17 21:30,1.449057,-16.83,0.207,,-5.005855562,-11.84745956,0.6187342921,0
7/10/17 22:00,0.6644892,-24.31,0.213,,-8.256851546,-15.46398483,0.08864723481,0.2
7/10/17 22:30,0.8072985,-21.18,0.213,,-7.008322471,-12.92265064,0.08744306368,0.19
7/10/17 23:00,3.846917,-23.85,0.206,,-7.768764634,-14.26594867,1.063683839,0.15
7/10/17 23:30,2.925509,-56.49,0.206,,-10.52545295,-43.61398351,1.213106959,0
7/11/17 0:00,2.303521,-52.55,0.205,,-9.773483838,-40.01207424,1.194263996,0
7/11/17 0:30,1.897278,-58.76,0.205,,-10.64522161,-44.86249378,0.6245273653,0
7/11/17 1:00,1.199877,-74.2,0.204,,-13.86764954,-56.73817747,0.3188162606,0
7/11/17 1:30,0.9462774,-88.4,0.204,,-16.69401563,-67.32341215,0.1359942837,0
7/11/17 2:00,0.660278,-56.65,0.203,,-10.17802131,-41.3104806,0.1973361432,0
7/11/17 2:30,0.8865741,-42.08,0.203,,-7.433871858,-29.39204712,0.3542364245,0
7/11/17 3:00,1.495069,-64.34,0.203,,-11.56100809,-47.43232796,0.70801383,0
7/11/17 3:30,0.9560533,-45.22,0.203,,-8.353703519,-31.10300937,0.1821323934,0
7/11/17 4:00,1.240119,-72.88,0.202,,-12.1183407,-54.52380621,0.1515462306,0
7/11/17 4:30,1.283194,-55.37,0.202,,-9.022911017,-40.08613273,0.2755348077,0
7/11/17 5:00,1.180153,-57.93,0.201,,-9.29025404,-42.13668575,0.1341158438,0
7/11/17 5:30,1.147695,-71.18,0.201,,-11.88341562,-52.53985871,0.1773692705,0
7/11/17 6:00,1.043427,-47.25,0.201,,-7.296319942,-33.40449886,0.2656251591,0
7/11/17 6:30,0.9488003,-37.48,0.201,,-6.312503338,-25.1256464,0.1529535683,0
7/11/17 7:00,1.214295,-26.23,0.201,,-5.193633806,-15.84775433,0.2380090686,0
7/11/17 7:30,1.681062,-11.31,0.201,,-2.116355567,-5.019694442,0.1917883229,0.1
7/11/17 8:00,2.167961,9,0.2,,3.621613886,8.508799258,0.2519349757,0.09
7/11/17 8:30,1.682095,61.72,0.2,,31.82982741,31.40934367,0.3899740947,0
7/11/17 9:00,2.900569,56.1,0.2,,23.72446892,31.29369712,0.709290494,0
7/11/17 9:30,3.290015,63.3,0.2,,30.04100747,30.93420042,0.5680449488,0
7/11/17 10:00,3.542345,137.4,0.2,,71.54269515,62.22050134,0.6061184031,0
7/11/17 10:30,3.238417,85.6,0.2,,42.22423265,37.82849112,0.5491273828,0
7/11/17 11:00,2.754731,87.6,0.199,,56.41619029,24.68191336,0.5123678185,0
7/11/17 11:30,3.404471,58.54,0.199,,25.82883313,26.71471829,0.7636428764,0
7/11/17 12:00,3.693867,32.46,0.199,,11.61772041,15.85672656,1.021399268,0
7/11/17 12:30,3.883023,37.74,0.199,,14.20092976,19.70226214,1.185009386,0
7/11/17 13:00,3.04509,62.99,0.199,,28.81883113,30.49518506,0.924461114,0
7/11/17 13:30,3.747826,89.5,0.199,,51.42327155,31.82755598,0.8785926643,0
7/11/17 14:00,2.918533,57.81,0.199,,25.46441327,26.23426366,0.4191149285,0
7/11/17 14:30,2.466374,234.8,0.199,,117.8132648,110.0712907,0.3901552396,0
7/11/17 15:00,2.103838,270.5,0.199,,114.0053629,142.6867229,0.6247814435,0
7/11/17 15:30,2.811095,171.9,0.199,,89.08813616,68.98097478,0.6660165523,0
7/11/17 16:00,2.726887,137.5,0.199,,70.72367271,54.78343013,0.5565498488,0
7/11/17 16:30,2.044634,121.5,0.199,,70.85656418,40.41960587,0.4508586476,0
7/11/17 17:00,1.641133,192.2,0.198,,103.8215981,77.76090349,0.2387884395,0
7/11/17 17:30,1.088887,97.2,0.198,,65.69913367,20.92923185,0.2648945592,0
7/11/17 18:00,0.9664903,199.8,0.198,,102.5094736,86.87941563,0.6298414783,0
7/11/17 18:30,3.038245,-25.56,0.198,,-15.52063861,-19.39560188,2.454820169,0.48
7/11/17 19:00,3.330583,-77.48,0.198,,-15.50439147,-67.63980314,2.496276216,0.67
7/11/17 19:30,2.671332,-114,0.198,,-22.05893528,-95.42672294,1.728347912,0.61
7/11/17 20:00,2.445681,56.22,0.199,,23.59987754,30.06990869,1.765529909,0
7/11/17 20:30,1.307214,-6.968,0.199,,-2.782699523,-7.080137722,0.41498305,0
7/11/17 21:00,0.9092846,-47.32,0.201,,-9.006504372,-39.92773043,0.1326702118,0
7/11/17 21:30,1.784479,-67.13,0.201,,-12.44364004,-54.47881549,0.1824604036,0
7/11/17 22:00,2.169306,-49.29,0.201,,-8.681826778,-38.55578897,0.2645020332,0
7/11/17 22:30,2.465209,-45.76,0.201,,-7.814045604,-34.78666628,0.4927391849,0
7/11/17 23:00,2.455074,-62.46,0.201,,-10.79752938,-47.92667008,0.2688170825,0
7/11/17 23:30,2.394515,-76.45,0.201,,-12.98430195,-58.71523563,0.9103757551,0
7/12/17 0:00,1.157351,-82,0.201,,-14.15198634,-61.94452638,0.3291262775,0
7/12/17 0:30,1.312057,-76.85,0.201,,-12.87703569,-57.26235963,0.0817073494,0
7/12/17 1:00,1.250105,-72.53,0.201,,-11.8685164,-53.11147682,0.1244801975,0
7/12/17 1:30,1.957961,-70.31,0.201,,-12.09878105,-50.15388124,0.393615503,0
7/12/17 2:00,2.551825,-75.04,0.2,,-10.34241372,-56.32373112,0.5977324108,0
7/12/17 2:30,3.21322,-78.27,0.2,,-13.55052356,-56.01416578,0.6890538753,0
7/12/17 3:00,3.480555,-115.9,0.2,,-27.05094832,-79.93658132,0.7428477806,0
7/12/17 3:30,3.723994,-93.8,0.2,,-21.24876871,-63.48224027,0.7741864231,0
7/12/17 4:00,4.082849,-92.8,0.2,,-16.4928445,-67.14148995,0.8953934531,0
7/12/17 4:30,3.443534,-89.8,0.2,,-17.47751941,-63.05093342,0.8124143284,0
7/12/17 5:00,4.421055,-82.2,0.2,,-15.88952936,-56.94224895,1.399593534,0
7/12/17 5:30,4.316169,-73.56,0.2,,-16.14376969,-48.05261217,1.094232943,0
7/12/17 6:00,4.989806,-66.9,0.2,,-10.48957484,-47.05831589,1.219826773,0
7/12/17 6:30,5.345773,-55.99,0.2,,-11.69710297,-35.152551,1.078835364,0
7/12/17 7:00,3.328777,-25.11,0.2,,-6.056212978,-10.59936976,0.9175464422,0
7/12/17 7:30,4.116973,16.69,0.2,,6.808642605,16.39077531,1.300742577,0
7/12/17 8:00,5.049412,58.44,0.2,,32.53285035,29.03295925,0.8067766193,0
7/12/17 8:30,3.683329,163.2,0.2,,105.6510743,59.9036409,0.658538125,0
7/12/17 9:00,4.101855,239.3,0.2,,119.254015,119.68921,1.0751369,0
7/12/17 9:30,2.836262,191.2,0.2,,98.56536773,89.34309492,0.4696104277,0
7/12/17 10:00,3.344908,319.6,0.199,,143.8482526,169.6863742,0.5681064188,0
7/12/17 10:30,4.64984,321.2,0.199,,146.2529425,165.0448761,0.5595373432,0
7/12/17 11:00,5.286902,274.6,0.199,,117.150572,142.0792207,0.7631803392,0
7/12/17 11:30,4.72479,322.7,0.199,,149.6936695,155.7292067,1.00422886,0
7/12/17 12:00,4.106286,353,0.199,,163.0849852,169.4367727,1.01088481,0
7/12/17 12:30,4.233655,443.1,0.199,,194.3008343,224.9040613,0.9999839173,0
7/12/17 13:00,3.88976,707.3,0.198,,267.64214,407.201353,1.240824774,0
7/12/17 13:30,3.368331,244.4,0.198,,125.2511924,86.21163308,1.488969101,0
7/12/17 14:00,2.323903,248.2,0.198,,132.3386316,88.74339034,1.026081772,0
7/12/17 14:30,2.481199,479.6,0.198,,216.1936373,236.4483053,1.528462421,0
7/12/17 15:00,4.822948,534.8,0.197,,248.0262478,254.2116442,6.392782126,0
7/12/17 15:30,2.598025,215.1,0.197,,107.732095,76.97204369,0,0
7/12/17 16:00,3.54104,257.8,0.197,,104.8735863,127.022664,1.452676919,0
7/12/17 16:30,3.209372,567.2,0.197,,242.0610567,297.9126429,2.367953628,0
7/12/17 17:00,3.324696,118.9,0.197,,69.71038459,21.84930205,1.718559026,0
7/12/17 17:30,4.853425,46.72,0.197,,15.74167417,9.087833071,4.320278767,0
7/12/17 18:00,2.360214,159.4,0.196,,110.7128661,31.00316669,1.41547197,0
7/12/17 18:30,3.523106,162.7,0.196,,101.3587277,45.59184465,2.986773676,0
7/12/17 19:00,2.810367,225,0.196,,141.9241666,68.64644447,1.797388052,0
7/12/17 19:30,5.289697,110,0.196,,85.9724989,10.7588359,4.122237613,0
7/12/17 20:00,1.986028,106.3,0.196,,79.57650991,14.50175216,1.106936721,0
7/12/17 20:30,1.237135,-11.52,0.196,,-6.224198324,-16.24301945,0.1207086276,0
7/12/17 21:00,0.7332303,-19.07,0.196,,-7.32873179,-21.02705792,0,0
7/12/17 21:30,1.886993,-39.53,0.196,,-10.37005496,-36.966381,0.2798067786,0
7/12/17 22:00,2.35118,-62.94,0.196,,-14.06355851,-54.96473479,0.7621335938,0
7/12/17 22:30,1.670824,-84.9,0.196,,-18.30249447,-70.63356514,0.2431728136,0
7/12/17 23:00,1.658406,-84.3,0.196,,-12.11299044,-74.49007182,0.2056688969,0
7/12/17 23:30,2.192641,-67.79,0.196,,-8.692780231,-60.214547,0.5751157528,0
7/13/17 0:00,2.255188,-61.89,0.196,,-14.92218708,-47.46947005,0.237812883,0
7/13/17 0:30,2.708729,-81.8,0.196,,-16.47283027,-65.05353857,0.4688823228,0
7/13/17 1:00,2.052773,-81.3,0.196,,-15.93057038,-64.0924842,0.3738588104,0
7/13/17 1:30,1.570359,-79.34,0.196,,-15.36608491,-61.78486582,0.2547231699,0
7/13/17 2:00,2.255112,-84.2,0.196,,-16.27269576,-65.12258485,0.3859711532,0
7/13/17 2:30,1.914226,-88.7,0.196,,-16.90587586,-68.30532685,0.3014463216,0
7/13/17 3:00,1.520881,-89,0.196,,-16.93504139,-67.98329381,0.1867483647,0
7/13/17 3:30,1.944216,-91.2,0.196,,-17.22052152,-69.32774877,0.3529674604,0
7/13/17 4:00,2.828174,-83.8,0.196,,-15.40987222,-63.25954354,0.6692271996,0
7/13/17 4:30,1.629722,-94.8,0.196,,-24.1455202,-64.95383064,0.2403513285,0
7/13/17 5:00,2.12161,-90.2,0.196,,-10.20484299,-73.90686371,0.5175510484,0
7/13/17 5:30,2.264397,-86.7,0.196,,-21.17277683,-59.01936209,0.5803139012,0
7/13/17 6:00,2.092493,-82.9,0.196,,-20.06750857,-56.005394,0.3735675671,0
7/13/17 6:30,2.26987,-73.3,0.196,,-7.354215993,-58.91802373,0.4553436463,0
7/13/17 7:00,2.550736,-31.19,0.196,,-10.19129697,-14.30386066,0.5742009167,0
7/13/17 7:30,2.775811,16.37,0.196,,4.055815896,16.78349304,0.7173923962,0
7/13/17 8:00,3.823135,69.57,0.196,,43.10639422,26.82844733,1.099547641,0
7/13/17 8:30,5.092353,125.3,0.196,,83.57555219,42.95578803,1.270325886,0
7/13/17 9:00,5.19859,192.3,0.195,,116.5188384,76.21358804,1.285375567,0
7/13/17 9:30,5.24315,273,0.195,,131.9187745,141.0584662,1.53285984,0
7/13/17 10:00,5.367756,339.8,0.195,,166.4623662,172.1564077,2.157356252,0
7/13/17 10:30,5.703144,405.8,0.195,,208.7803998,190.9544585,1.12851199,0
7/13/17 11:00,6.416807,474.4,0.194,,217.0950426,233.7256715,4.515502031,0
7/13/17 11:30,2.253179,531.1,0.194,,227.3248254,269.8572787,0,0
7/13/17 12:00,5.938247,550.9,0.193,,210.0737397,300.6247583,0.7193923789,0
7/13/17 12:30,6.736947,586.9,0.193,,245.2838676,297.5299909,0,0
7/13/17 13:00,8.908125,612.7,0.193,,253.3153733,312.2732427,17.72528331,0
7/13/17 13:30,7.182311,666,0.193,,262.6795877,353.5266097,1.602166531,0
7/13/17 14:00,2.681405,672.9,0.192,,265.8217831,355.4801174,0,0
7/13/17 14:30,2.510419,634.5,0.192,,275.2007301,307.9930658,1.277606695,0
7/13/17 15:00,5.768397,464.1,0.191,,213.2291648,204.0799859,9.914796351,0
7/13/17 15:30,3.265376,590.7,0.191,,255.1741047,290.7967117,0,0
7/13/17 16:00,5.144617,420.4,0.191,,197.1161903,179.6750966,4.062831569,0
7/13/17 16:30,4.129421,470,0.191,,221.0089498,209.2367558,5.63276133,0
7/13/17 17:00,3.330705,423.9,0.191,,207.4389943,179.8491029,1.687656115,0
7/13/17 17:30,3.045129,253.9,0.191,,125.2174502,98.57893267,3.440119082,0
7/13/17 18:00,3.233175,414.4,0.19,,228.2499749,161.083567,0.4116844227,0
7/13/17 18:30,2.84639,304.7,0.19,,163.0313946,119.3922696,3.894489668,0
7/13/17 19:00,4.328455,245.4,0.19,,154.3078865,71.27650821,1.740802249,0
7/13/17 19:30,2.828907,122.2,0.19,,82.80848086,22.23737775,2.76499545,0
7/13/17 20:00,1.596905,31.97,0.19,,13.38368348,4.406752453,2.03966263,0
7/13/17 20:30,6.564047,50.68,0.19,,25.14296857,13.95183555,7.787880102,0
7/13/17 21:00,2.41385,-26.06,0.19,,-10.12987353,-25.72610291,3.112178953,0
7/13/17 21:30,1.73934,-80.9,0.19,,-21.20032876,-67.63933251,1.21946194,0
7/13/17 22:00,2.538538,-100.2,0.19,,-22.63485949,-83.69321709,2.039549607,0
7/13/17 22:30,3.228354,-103.1,0.19,,-25.80725244,-81.85525713,0.7590527863,0
7/13/17 23:00,1.741352,-96.8,0.19,,-12.85071622,-87.35551419,0.1712299439,0
7/13/17 23:30,1.501602,-95.9,0.19,,-29.550457,-68.63530288,0.04239629688,0
7/14/17 0:00,1.472658,-100.2,0.191,,-30.59288183,-70.88696658,0.4892001504,0
7/14/17 0:30,1.895109,-99.2,0.191,,-29.87723903,-69.70447015,0.1125147261,0
7/14/17 1:00,1.457363,-92,0.19,,-27.41094827,-64.18568233,0.2000706511,0
7/14/17 1:30,1.386046,-92.9,0.19,,-27.33650904,-64.51024866,0.3269825408,0
7/14/17 2:00,5.340258,-87.8,0.19,,-25.52842947,-60.63568356,2.0247376,0
7/14/17 2:30,4.681245,-85.7,0.19,,-27.89509662,-55.56396232,2.33700782,0
7/14/17 3:00,3.647983,-90.1,0.19,,-24.22908814,-63.04732613,0.9552274561,0
7/14/17 3:30,4.190054,-82.7,0.19,,-19.31282211,-59.98094748,1.193944974,0
7/14/17 4:00,3.646845,-81.6,0.19,,-18.70667503,-58.97167811,1.026650571,0
7/14/17 4:30,3.154166,-82.4,0.19,,-13.48491488,-64.38838417,0.5792265565,0
7/14/17 5:00,2.921914,-86.3,0.19,,-22.04558954,-59.10024602,0.3630547247,0
7/14/17 5:30,3.135888,-79.31,0.19,,-19.91767133,-53.70033837,0.3483637037,0
7/14/17 6:00,2.639225,-83.1,0.19,,-20.90171933,-56.10292099,0.1674488846,0
7/14/17 6:30,2.11817,-68.65,0.19,,-16.9039849,-45.49378954,0.1979676266,0
7/14/17 7:00,1.272512,-30.66,0.19,,-7.245423596,-17.56572023,0.2966058044,0
7/14/17 7:30,1.172494,12.44,0.19,,5.685403343,10.34010235,0.2242031151,0
7/14/17 8:00,1.17516,71.29,0.19,,34.95584267,35.61846955,0.4433866385,0
7/14/17 8:30,0.9273899,138.7,0.19,,75.04777836,63.60749115,0.3698726396,0
7/14/17 9:00,1.870619,210.4,0.19,,110.7166027,99.01244004,0.2349551576,0
7/14/17 9:30,2.443367,283.1,0.19,,130.5691211,151.5468082,0.369863047,0
7/14/17 10:00,2.925394,345,0.19,,173.0749932,169.9345002,0.4063178667,0
7/14/17 10:30,3.282835,415.7,0.19,,196.4283849,212.4725812,0.9291552994,0
7/14/17 11:00,5.215701,473,0.189,,184.5981773,264.7440581,1.374184467,0
7/14/17 11:30,2.168691,555.2,0.189,,219.2358246,302.7720198,0.2972618487,0
7/14/17 12:00,4.920863,574.1,0.188,,212.2178615,322.8869425,3.153681474,0
7/14/17 12:30,3.146159,601,0.188,,260.4254075,297.866627,3.187704588,0
7/14/17 13:00,5.058069,615.2,0.188,,267.9157813,301.0896518,2.258937491,0
7/14/17 13:30,3.880644,631.5,0.188,,265.5171602,317.3476378,0,0
7/14/17 14:00,3.691537,650.5,0.187,,268.1923884,331.857484,0.515584038,0
7/14/17 14:30,7.65904,628.3,0.187,,269.5227663,308.0398299,0,0
7/14/17 15:00,2.232837,646.9,0.186,,254.5389496,344.9990777,3.202486579,0
7/14/17 15:30,2.669966,615.8,0.186,,252.5925329,314.7670852,2.543977084,0
7/14/17 16:00,2.804662,576.1,0.186,,241.799586,286.7403662,2.627590748,0
7/14/17 16:30,4.230563,429.7,0.186,,208.1379039,178.11761,4.641193386,0
7/14/17 17:00,2.809398,487.8,0.185,,196.9336159,252.2466457,3.025057341,0
7/14/17 17:30,1.499348,464.5,0.185,,237.1917131,196.9955184,0.1589821875,0
7/14/17 18:00,3.023658,398.7,0.185,,162.073845,211.7052455,1.188422359,0
7/14/17 18:30,1.490322,349.9,0.185,,187.0608859,140.6798885,0.890899581,0
7/14/17 19:00,1.943708,263.8,0.184,,155.2313359,89.29867384,0.5723442949,0
7/14/17 19:30,1.40613,192.3,0.184,,133.5375025,42.00788623,0.7012814206,0
7/14/17 20:00,3.531201,115.1,0.184,,86.52966044,13.95926863,1.702151221,0
7/14/17 20:30,2.479727,52.97,0.184,,33.66201377,6.752964196,0.3478524571,0
7/14/17 21:00,2.619036,-30.78,0.184,,-16.67313973,-24.78081628,0.7431410891,0
7/14/17 21:30,2.367628,-88.7,0.184,,-30.50294598,-66.94619829,0.3691173625,0
